# Original clock tree delay (SS) per FF before optimization
# topo_rank: pseudo-DAG order (lower ori delay preferred when ties)
ff_node_id	ff_name	ori_clk_delay	topo_rank
9	FF_1548	0.438000	4561
11	FF_1549	0.466000	4562
12	FF_1550	0.466000	4563
13	FF_1551	0.466000	4564
15	FF_1552	0.538000	4565
16	FF_1553	0.538000	4566
17	FF_1554	0.538000	4567
18	FF_1555	0.538000	4568
19	FF_1556	0.538000	4569
21	FF_1557	0.452000	4570
22	FF_1558	0.452000	4571
24	FF_1559	0.499000	4572
25	FF_1560	0.499000	4573
26	FF_1561	0.499000	4574
27	FF_1562	0.499000	4575
28	FF_1563	0.499000	4576
31	FF_1564	0.417000	4577
32	FF_520	0.407000	4578
35	FF_1565	0.525000	4579
36	FF_1566	0.525000	4580
37	FF_1567	0.525000	4581
38	FF_1568	0.525000	4582
39	FF_1569	0.525000	4583
40	FF_521	0.417000	4584
41	FF_522	0.417000	4585
44	FF_1570	0.432000	4586
45	FF_1571	0.432000	4587
47	FF_1572	0.418000	4588
48	FF_1573	0.418000	4589
50	FF_1574	0.480000	4590
51	FF_1575	0.480000	4591
52	FF_1576	0.480000	4592
53	FF_1577	0.480000	4593
55	FF_1578	0.423000	4594
56	FF_1579	0.423000	4595
57	FF_1580	0.423000	4596
61	FF_1581	0.404000	4597
62	FF_1582	0.404000	4598
64	FF_1583	0.411000	4599
65	FF_1584	0.411000	4600
67	FF_1585	0.439000	4601
68	FF_523	0.389000	4602
71	FF_1586	0.478000	4603
72	FF_1587	0.478000	4604
73	FF_1588	0.478000	4605
75	FF_1589	0.468000	4606
76	FF_1590	0.468000	4607
77	FF_1591	0.468000	4608
78	FF_1592	0.468000	4609
80	FF_1593	0.434000	4610
81	FF_1594	0.434000	4611
83	FF_1595	0.432000	4612
85	FF_1596	0.478000	4613
86	FF_1597	0.478000	4614
87	FF_1598	0.478000	4615
88	FF_189	0.333000	4616
92	FF_1599	0.433000	4617
93	FF_1600	0.433000	4618
94	FF_1601	0.433000	4619
96	FF_1602	0.414000	4620
97	FF_1603	0.414000	4621
98	FF_1604	0.414000	4622
99	FF_524	0.388000	4623
100	FF_525	0.388000	4624
101	FF_526	0.388000	4625
104	FF_1605	0.465000	4626
105	FF_1606	0.465000	4627
106	FF_1607	0.465000	4628
107	FF_1608	0.465000	4629
108	FF_1609	0.465000	4630
110	FF_1610	0.386000	4631
112	FF_1611	0.421000	4632
113	FF_1612	0.421000	4633
114	FF_1613	0.421000	4634
116	FF_1614	0.465000	4635
117	FF_1615	0.465000	4636
118	FF_1616	0.465000	4637
119	FF_1617	0.465000	4638
120	FF_1618	0.465000	4639
121	FF_190	0.312000	4640
122	FF_73	0.267000	4641
127	FF_1619	0.523000	4642
128	FF_1620	0.523000	4643
129	FF_1621	0.523000	4644
130	FF_1622	0.523000	4645
131	FF_1623	0.523000	4646
133	FF_1624	0.562000	4647
134	FF_1625	0.562000	4648
135	FF_1626	0.562000	4649
136	FF_1627	0.562000	4650
137	FF_1628	0.562000	4651
138	FF_527	0.454000	4652
139	FF_528	0.454000	4653
142	FF_1629	0.525000	4654
143	FF_1630	0.525000	4655
144	FF_1631	0.525000	4656
145	FF_1632	0.525000	4657
147	FF_1633	0.588000	4658
148	FF_1634	0.588000	4659
149	FF_1635	0.588000	4660
150	FF_1636	0.588000	4661
151	FF_1637	0.588000	4662
153	FF_1638	0.512000	4663
154	FF_1639	0.512000	4664
155	FF_1640	0.512000	4665
157	FF_1641	0.516000	4666
158	FF_1642	0.516000	4667
159	FF_529	0.480000	4668
162	FF_1643	0.508000	4669
164	FF_1644	0.557000	4670
165	FF_1645	0.557000	4671
166	FF_1646	0.557000	4672
167	FF_1647	0.557000	4673
169	FF_1648	0.523000	4674
171	FF_1649	0.557000	4675
172	FF_1650	0.557000	4676
173	FF_1651	0.557000	4677
174	FF_1652	0.557000	4678
175	FF_530	0.493000	4679
176	FF_191	0.404000	4680
177	FF_192	0.404000	4681
181	FF_1653	0.484000	4682
182	FF_1654	0.484000	4683
183	FF_1655	0.484000	4684
184	FF_1656	0.484000	4685
185	FF_1657	0.484000	4686
187	FF_1658	0.450000	4687
188	FF_1659	0.450000	4688
189	FF_1660	0.450000	4689
190	FF_1661	0.450000	4690
192	FF_1662	0.413000	4691
193	FF_531	0.405000	4692
196	FF_1663	0.478000	4693
198	FF_1664	0.483000	4694
199	FF_1665	0.483000	4695
201	FF_1666	0.494000	4696
202	FF_1667	0.494000	4697
203	FF_1668	0.494000	4698
204	FF_532	0.468000	4699
205	FF_533	0.468000	4700
208	FF_1669	0.500000	4701
209	FF_1670	0.500000	4702
210	FF_1671	0.500000	4703
211	FF_1672	0.500000	4704
213	FF_1673	0.424000	4705
215	FF_1674	0.500000	4706
216	FF_1675	0.500000	4707
217	FF_1676	0.500000	4708
218	FF_1677	0.500000	4709
219	FF_534	0.416000	4710
220	FF_193	0.360000	4711
224	FF_1678	0.490000	4712
225	FF_1679	0.490000	4713
226	FF_1680	0.490000	4714
227	FF_1681	0.490000	4715
228	FF_1682	0.490000	4716
230	FF_1683	0.471000	4717
231	FF_1684	0.471000	4718
232	FF_1685	0.471000	4719
233	FF_1686	0.471000	4720
236	FF_1687	0.489000	4721
237	FF_1688	0.489000	4722
238	FF_1689	0.489000	4723
239	FF_1690	0.489000	4724
240	FF_1691	0.489000	4725
242	FF_1692	0.466000	4726
243	FF_1693	0.466000	4727
245	FF_1694	0.455000	4728
246	FF_1695	0.455000	4729
247	FF_1696	0.455000	4730
248	FF_1697	0.455000	4731
249	FF_535	0.410000	4732
252	FF_1698	0.437000	4733
253	FF_1699	0.437000	4734
254	FF_1700	0.437000	4735
256	FF_1701	0.446000	4736
257	FF_1702	0.446000	4737
258	FF_1703	0.446000	4738
259	FF_536	0.410000	4739
262	FF_1704	0.525000	4740
263	FF_1705	0.525000	4741
264	FF_1706	0.525000	4742
265	FF_1707	0.525000	4743
267	FF_1708	0.463000	4744
268	FF_1709	0.463000	4745
270	FF_1710	0.486000	4746
271	FF_1711	0.486000	4747
272	FF_1712	0.486000	4748
273	FF_1713	0.486000	4749
275	FF_1714	0.520000	4750
276	FF_1715	0.520000	4751
277	FF_1716	0.520000	4752
278	FF_1717	0.520000	4753
279	FF_1718	0.520000	4754
281	FF_1719	0.486000	4755
282	FF_1720	0.486000	4756
283	FF_1721	0.486000	4757
284	FF_1722	0.486000	4758
285	FF_194	0.365000	4759
286	FF_74	0.296000	4760
287	FF_75	0.296000	4761
292	FF_1723	0.443000	4762
293	FF_1724	0.443000	4763
294	FF_1725	0.443000	4764
296	FF_1726	0.433000	4765
297	FF_1727	0.433000	4766
298	FF_1728	0.433000	4767
300	FF_1729	0.433000	4768
301	FF_1730	0.433000	4769
302	FF_1731	0.433000	4770
304	FF_1732	0.463000	4771
305	FF_1733	0.463000	4772
306	FF_1734	0.463000	4773
307	FF_1735	0.463000	4774
309	FF_1736	0.496000	4775
310	FF_1737	0.496000	4776
311	FF_1738	0.496000	4777
312	FF_1739	0.496000	4778
313	FF_1740	0.496000	4779
316	FF_1741	0.434000	4780
317	FF_1742	0.434000	4781
318	FF_1743	0.434000	4782
319	FF_1744	0.434000	4783
321	FF_1745	0.382000	4784
322	FF_1746	0.382000	4785
323	FF_1747	0.382000	4786
325	FF_1748	0.458000	4787
326	FF_1749	0.458000	4788
327	FF_1750	0.458000	4789
328	FF_1751	0.458000	4790
329	FF_1752	0.458000	4791
332	FF_1753	0.398000	4792
334	FF_1754	0.376000	4793
336	FF_1755	0.404000	4794
337	FF_1756	0.404000	4795
338	FF_1757	0.404000	4796
339	FF_537	0.368000	4797
342	FF_1758	0.389000	4798
343	FF_1759	0.389000	4799
344	FF_1760	0.389000	4800
345	FF_1761	0.389000	4801
347	FF_1762	0.408000	4802
348	FF_1763	0.408000	4803
349	FF_1764	0.408000	4804
350	FF_1765	0.408000	4805
351	FF_538	0.344000	4806
355	FF_1766	0.414000	4807
357	FF_1767	0.410000	4808
358	FF_1768	0.410000	4809
359	FF_1769	0.410000	4810
362	FF_1770	0.481000	4811
363	FF_1771	0.481000	4812
364	FF_1772	0.481000	4813
365	FF_1773	0.481000	4814
367	FF_1774	0.463000	4815
368	FF_1775	0.463000	4816
369	FF_1776	0.463000	4817
371	FF_1777	0.500000	4818
372	FF_1778	0.500000	4819
373	FF_1779	0.500000	4820
374	FF_1780	0.500000	4821
376	FF_1781	0.451000	4822
377	FF_1782	0.451000	4823
379	FF_1783	0.544000	4824
380	FF_1784	0.544000	4825
381	FF_1785	0.544000	4826
382	FF_1786	0.544000	4827
383	FF_1787	0.544000	4828
384	FF_195	0.357000	4829
385	FF_196	0.357000	4830
389	FF_1788	0.536000	4831
390	FF_1789	0.536000	4832
391	FF_1790	0.536000	4833
392	FF_1791	0.536000	4834
393	FF_1792	0.536000	4835
395	FF_1793	0.493000	4836
396	FF_1794	0.493000	4837
397	FF_1795	0.493000	4838
399	FF_1796	0.472000	4839
400	FF_1797	0.472000	4840
401	FF_539	0.457000	4841
402	FF_540	0.457000	4842
