# Clock tree = real buffer cell delays (SS, after apply)
# Segment tree = bottom-up target branch delays
# *_in_edge = incoming buffer delay; *_node_delay = cumulative from root
# fanout==1 FF merged with parent; -- if node absent in that tree
logical_id	name	kind	level	repr_nodes	clock_in_edge	clock_node_delay	seg_in_edge	seg_node_delay	diff
0	ROOT_CLK	ROOT	0	0	0.000000	0.000000	0.000000	0.000000	0.000000
1	BUF_0	BUF	1	1	0.036000	0.036000	0.039000	0.039000	0.003000
2	BUF_2	BUF	2	2	0.050000	0.086000	0.011000	0.050000	-0.036000
3	BUF_7	BUF	3	3	0.069000	0.155000	0.039000	0.089000	-0.066000
4	BUF_21	BUF	4	4	0.027000	0.182000	0.063000	0.152000	-0.030000
5	BUF_60	BUF	5	5	0.039000	0.221000	0.020000	0.172000	-0.049000
6	BUF_172	BUF	6	6	0.039000	0.260000	0.039000	0.211000	-0.049000
7	BUF_504	BUF	7	7	0.063000	0.323000	0.039000	0.250000	-0.073000
8	BUF_1522+FF_1548	BUF+FF	8	8+9	0.008000	0.331000	0.063000	0.313000	-0.018000
10	BUF_1523	BUF	8	10	0.036000	0.359000	0.063000	0.313000	-0.046000
11	FF_1549	FF	9	11	0.000000	0.359000	0.000000	0.313000	-0.046000
12	FF_1550	FF	9	12	0.000000	0.359000	0.000000	0.313000	-0.046000
13	FF_1551	FF	9	13	0.000000	0.359000	0.000000	0.313000	-0.046000
14	BUF_1524	BUF	8	14	0.108000	0.431000	0.063000	0.313000	-0.118000
15	FF_1552	FF	9	15	0.000000	0.431000	0.000000	0.313000	-0.118000
16	FF_1553	FF	9	16	0.000000	0.431000	0.000000	0.313000	-0.118000
17	FF_1554	FF	9	17	0.000000	0.431000	0.000000	0.313000	-0.118000
18	FF_1555	FF	9	18	0.000000	0.431000	0.000000	0.313000	-0.118000
19	FF_1556	FF	9	19	0.000000	0.431000	0.000000	0.313000	-0.118000
20	BUF_1525	BUF	8	20	0.022000	0.345000	0.063000	0.313000	-0.032000
21	FF_1557	FF	9	21	0.000000	0.345000	0.000000	0.313000	-0.032000
22	FF_1558	FF	9	22	0.000000	0.345000	0.000000	0.313000	-0.032000
23	BUF_1526	BUF	8	23	0.069000	0.392000	0.063000	0.313000	-0.079000
24	FF_1559	FF	9	24	0.000000	0.392000	0.000000	0.313000	-0.079000
25	FF_1560	FF	9	25	0.000000	0.392000	0.000000	0.313000	-0.079000
26	FF_1561	FF	9	26	0.000000	0.392000	0.000000	0.313000	-0.079000
27	FF_1562	FF	9	27	0.000000	0.392000	0.000000	0.313000	-0.079000
28	FF_1563	FF	9	28	0.000000	0.392000	0.000000	0.313000	-0.079000
29	BUF_505	BUF	7	29	0.011000	0.271000	0.039000	0.250000	-0.021000
30	BUF_1527+FF_1564	BUF+FF	8	30+31	0.005000	0.276000	0.011000	0.261000	-0.015000
32	FF_520	FF	8	32	0.000000	0.271000	0.000000	0.250000	-0.021000
33	BUF_506	BUF	7	33	0.020000	0.280000	0.039000	0.250000	-0.030000
34	BUF_1528	BUF	8	34	0.063000	0.343000	0.020000	0.270000	-0.073000
35	FF_1565	FF	9	35	0.000000	0.343000	0.000000	0.270000	-0.073000
36	FF_1566	FF	9	36	0.000000	0.343000	0.000000	0.270000	-0.073000
37	FF_1567	FF	9	37	0.000000	0.343000	0.000000	0.270000	-0.073000
38	FF_1568	FF	9	38	0.000000	0.343000	0.000000	0.270000	-0.073000
39	FF_1569	FF	9	39	0.000000	0.343000	0.000000	0.270000	-0.073000
40	FF_521	FF	8	40	0.000000	0.280000	0.000000	0.250000	-0.030000
41	FF_522	FF	8	41	0.000000	0.280000	0.000000	0.250000	-0.030000
42	BUF_507	BUF	7	42	0.039000	0.299000	0.039000	0.250000	-0.049000
43	BUF_1529	BUF	8	43	0.011000	0.310000	0.039000	0.289000	-0.021000
44	FF_1570	FF	9	44	0.000000	0.310000	0.000000	0.289000	-0.021000
45	FF_1571	FF	9	45	0.000000	0.310000	0.000000	0.289000	-0.021000
46	BUF_1530	BUF	8	46	0.011000	0.310000	0.039000	0.289000	-0.021000
47	FF_1572	FF	9	47	0.000000	0.310000	0.000000	0.289000	-0.021000
48	FF_1573	FF	9	48	0.000000	0.310000	0.000000	0.289000	-0.021000
49	BUF_1531	BUF	8	49	0.039000	0.338000	0.039000	0.289000	-0.049000
50	FF_1574	FF	9	50	0.000000	0.338000	0.000000	0.289000	-0.049000
51	FF_1575	FF	9	51	0.000000	0.338000	0.000000	0.289000	-0.049000
52	FF_1576	FF	9	52	0.000000	0.338000	0.000000	0.289000	-0.049000
53	FF_1577	FF	9	53	0.000000	0.338000	0.000000	0.289000	-0.049000
54	BUF_1532	BUF	8	54	0.020000	0.319000	0.039000	0.289000	-0.030000
55	FF_1578	FF	9	55	0.000000	0.319000	0.000000	0.289000	-0.030000
56	FF_1579	FF	9	56	0.000000	0.319000	0.000000	0.289000	-0.030000
57	FF_1580	FF	9	57	0.000000	0.319000	0.000000	0.289000	-0.030000
58	BUF_173	BUF	6	58	0.020000	0.241000	0.039000	0.211000	-0.030000
59	BUF_508	BUF	7	59	0.039000	0.280000	0.020000	0.231000	-0.049000
60	BUF_1533	BUF	8	60	0.011000	0.291000	0.039000	0.270000	-0.021000
61	FF_1581	FF	9	61	0.000000	0.291000	0.000000	0.270000	-0.021000
62	FF_1582	FF	9	62	0.000000	0.291000	0.000000	0.270000	-0.021000
63	BUF_1534	BUF	8	63	0.011000	0.291000	0.039000	0.270000	-0.021000
64	FF_1583	FF	9	64	0.000000	0.291000	0.000000	0.270000	-0.021000
65	FF_1584	FF	9	65	0.000000	0.291000	0.000000	0.270000	-0.021000
66	BUF_1535+FF_1585	BUF+FF	8	66+67	0.005000	0.285000	0.039000	0.270000	-0.015000
68	FF_523	FF	8	68	0.000000	0.280000	0.000000	0.231000	-0.049000
69	BUF_509	BUF	7	69	0.063000	0.304000	0.020000	0.231000	-0.073000
70	BUF_1536	BUF	8	70	0.020000	0.324000	0.063000	0.294000	-0.030000
71	FF_1586	FF	9	71	0.000000	0.324000	0.000000	0.294000	-0.030000
72	FF_1587	FF	9	72	0.000000	0.324000	0.000000	0.294000	-0.030000
73	FF_1588	FF	9	73	0.000000	0.324000	0.000000	0.294000	-0.030000
74	BUF_1537	BUF	8	74	0.056000	0.360000	0.063000	0.294000	-0.066000
75	FF_1589	FF	9	75	0.000000	0.360000	0.000000	0.294000	-0.066000
76	FF_1590	FF	9	76	0.000000	0.360000	0.000000	0.294000	-0.066000
77	FF_1591	FF	9	77	0.000000	0.360000	0.000000	0.294000	-0.066000
78	FF_1592	FF	9	78	0.000000	0.360000	0.000000	0.294000	-0.066000
79	BUF_1538	BUF	8	79	0.011000	0.315000	0.063000	0.294000	-0.021000
80	FF_1593	FF	9	80	0.000000	0.315000	0.000000	0.294000	-0.021000
81	FF_1594	FF	9	81	0.000000	0.315000	0.000000	0.294000	-0.021000
82	BUF_1539+FF_1595	BUF+FF	8	82+83	0.020000	0.324000	0.063000	0.294000	-0.030000
84	BUF_1540	BUF	8	84	0.020000	0.324000	0.063000	0.294000	-0.030000
85	FF_1596	FF	9	85	0.000000	0.324000	0.000000	0.294000	-0.030000
86	FF_1597	FF	9	86	0.000000	0.324000	0.000000	0.294000	-0.030000
87	FF_1598	FF	9	87	0.000000	0.324000	0.000000	0.294000	-0.030000
88	FF_189	FF	7	88	0.000000	0.241000	0.000000	0.211000	-0.030000
89	BUF_174	BUF	6	89	0.020000	0.241000	0.039000	0.211000	-0.030000
90	BUF_510	BUF	7	90	0.063000	0.304000	0.020000	0.231000	-0.073000
91	BUF_1541	BUF	8	91	0.045000	0.349000	0.063000	0.294000	-0.055000
92	FF_1599	FF	9	92	0.000000	0.349000	0.000000	0.294000	-0.055000
93	FF_1600	FF	9	93	0.000000	0.349000	0.000000	0.294000	-0.055000
94	FF_1601	FF	9	94	0.000000	0.349000	0.000000	0.294000	-0.055000
95	BUF_1542	BUF	8	95	0.020000	0.324000	0.063000	0.294000	-0.030000
96	FF_1602	FF	9	96	0.000000	0.324000	0.000000	0.294000	-0.030000
97	FF_1603	FF	9	97	0.000000	0.324000	0.000000	0.294000	-0.030000
98	FF_1604	FF	9	98	0.000000	0.324000	0.000000	0.294000	-0.030000
99	FF_524	FF	8	99	0.000000	0.304000	0.000000	0.231000	-0.073000
100	FF_525	FF	8	100	0.000000	0.304000	0.000000	0.231000	-0.073000
101	FF_526	FF	8	101	0.000000	0.304000	0.000000	0.231000	-0.073000
102	BUF_511	BUF	7	102	0.039000	0.280000	0.020000	0.231000	-0.049000
103	BUF_1543	BUF	8	103	0.063000	0.343000	0.039000	0.270000	-0.073000
