# Original clock tree delay (SS) per FF before optimization
# topo_rank: pseudo-DAG order (lower ori delay preferred when ties)
ff_node_id	ff_name	ori_clk_delay	topo_rank
6	FF_211	0.201000	672
7	FF_212	0.201000	673
9	FF_213	0.258000	674
10	FF_214	0.258000	675
11	FF_215	0.258000	676
12	FF_216	0.258000	677
13	FF_217	0.258000	678
14	FF_69	0.179000	679
15	FF_70	0.179000	680
16	FF_18	0.129000	681
20	FF_218	0.244000	682
21	FF_219	0.244000	683
23	FF_220	0.264000	684
24	FF_221	0.264000	685
26	FF_222	0.264000	686
27	FF_223	0.264000	687
28	FF_224	0.264000	688
30	FF_225	0.264000	689
31	FF_226	0.264000	690
32	FF_227	0.264000	691
34	FF_228	0.238000	692
37	FF_229	0.303000	693
38	FF_230	0.303000	694
39	FF_231	0.303000	695
40	FF_232	0.303000	696
41	FF_233	0.303000	697
42	FF_71	0.227000	698
43	FF_72	0.227000	699
44	FF_73	0.227000	700
45	FF_74	0.227000	701
48	FF_234	0.304000	702
49	FF_235	0.304000	703
50	FF_236	0.304000	704
51	FF_237	0.304000	705
52	FF_238	0.304000	706
54	FF_239	0.291000	707
55	FF_240	0.291000	708
56	FF_241	0.291000	709
57	FF_242	0.291000	710
58	FF_243	0.291000	711
60	FF_244	0.230000	712
62	FF_245	0.223000	713
63	FF_19	0.159000	714
67	FF_246	0.248000	715
68	FF_247	0.248000	716
69	FF_248	0.248000	717
71	FF_249	0.266000	718
73	FF_250	0.266000	719
76	FF_251	0.278000	720
77	FF_252	0.278000	721
78	FF_253	0.278000	722
79	FF_254	0.278000	723
81	FF_255	0.306000	724
82	FF_256	0.306000	725
83	FF_257	0.306000	726
84	FF_258	0.306000	727
86	FF_259	0.242000	728
89	FF_260	0.248000	729
90	FF_261	0.248000	730
91	FF_262	0.248000	731
92	FF_75	0.216000	732
93	FF_76	0.216000	733
96	FF_263	0.237000	734
97	FF_264	0.237000	735
99	FF_265	0.278000	736
100	FF_266	0.278000	737
101	FF_77	0.222000	738
104	FF_267	0.262000	739
105	FF_268	0.262000	740
107	FF_269	0.243000	741
109	FF_270	0.255000	742
111	FF_271	0.271000	743
112	FF_272	0.271000	744
116	FF_273	0.291000	745
117	FF_274	0.291000	746
118	FF_275	0.291000	747
119	FF_276	0.291000	748
120	FF_277	0.291000	749
122	FF_278	0.212000	750
124	FF_279	0.232000	751
126	FF_280	0.278000	752
127	FF_281	0.278000	753
128	FF_282	0.278000	754
129	FF_283	0.278000	755
130	FF_284	0.278000	756
132	FF_285	0.270000	757
133	FF_286	0.270000	758
134	FF_287	0.270000	759
135	FF_288	0.270000	760
136	FF_289	0.270000	761
137	FF_4	0.114000	762
142	FF_290	0.288000	763
143	FF_291	0.288000	764
144	FF_292	0.288000	765
145	FF_293	0.288000	766
147	FF_294	0.288000	767
148	FF_295	0.288000	768
149	FF_296	0.288000	769
150	FF_297	0.288000	770
152	FF_298	0.332000	771
153	FF_299	0.332000	772
154	FF_300	0.332000	773
155	FF_301	0.332000	774
156	FF_302	0.332000	775
158	FF_303	0.311000	776
159	FF_304	0.311000	777
160	FF_305	0.311000	778
161	FF_306	0.311000	779
162	FF_307	0.311000	780
164	FF_308	0.270000	781
165	FF_309	0.270000	782
168	FF_310	0.279000	783
169	FF_311	0.279000	784
171	FF_312	0.273000	785
173	FF_313	0.279000	786
174	FF_314	0.279000	787
176	FF_315	0.293000	788
177	FF_316	0.293000	789
178	FF_317	0.293000	790
179	FF_318	0.293000	791
180	FF_78	0.243000	792
183	FF_319	0.314000	793
184	FF_320	0.314000	794
185	FF_321	0.314000	795
186	FF_322	0.314000	796
187	FF_323	0.314000	797
189	FF_324	0.246000	798
191	FF_325	0.314000	799
192	FF_326	0.314000	800
193	FF_327	0.314000	801
194	FF_328	0.314000	802
195	FF_329	0.314000	803
197	FF_330	0.302000	804
198	FF_331	0.302000	805
199	FF_332	0.302000	806
200	FF_333	0.302000	807
203	FF_334	0.361000	808
204	FF_335	0.361000	809
